post_id,post_description
4820,"Most of the cases women are always the victims and the target it is systemic, so stop saying 'not all men' you're just derailing the topic 🗣"
4821,"This is how real humanity should respond to people in need, those who are seeking shelter, those who are refugees from violence."
4822,"Fine, that's Barcelona off the list of cities to visit. Good luck to them.....they'll need it!"
4823,@user @user it's absolutely ridiculous especially after jumping through hoops to get it back last time
4824,FYI. Mariah rhymes with Pariah which in German rhymes with washed up has been cunt hole.
4825,"@user @user @user We don't want our countries to be over run with rapefugee parasite Moslem scum. You already have 57 countries, stay in those countries. Those countries suck because they are full of your type. #StopIslam #BanSh"
4826,Why is a female like a laxative? They both irritate the shit out of you.
4827,US Border Patrol sets up surprise immigration checkpoint in Mainehttps://t.co/SMR8qyyvqd#EqualOpportunityDeporter #DeportTheIllegalCanadiansToo
4828,Mo Brooks: The 15M Illegals in U.S. Give Blue States 20 Congressional Seats #MAGA #WalkAWay #NoDACA #NoAmnesty #DrainTheDeepState #thewall
4829,#NYHitsRadio ♪ Glam Skanks - Bad Bitch by Glam Skanks ♪
4830,Many women don't report sexual assault because they think no one will believe them. I've been told twice nobody would ever want to rape me.
4831,Lol bitch you a hoe
4832,@user @user @user @user @user You must be so proud of a sandwich maker. It takes a lot of brains to put mustard on a sand which.
4833,"'I know. And pregnant women can be a real bitch. Sadly, I know from experience. Ah well. Lifes no longer like that.'"
4834,#EU migration policy in focus
4835,All you fucking faggots were laughing at her too with that other fucking dumb cunt liberal Ellen DeGeneres
4836,Trump taps vocal anti-illegal immigration advocate for State Dept's top refugee job          Great news !
4837,Lovely immigrant appreciating her new home...
4838,RT @user caught myself giving a dirty look to a pigeon today. no one is safe.
4839,"Wear Orange - May 24, 2015 - Potter House Worship Center, Harrisburg VirginiaWe want to draw awareness to what..."
4840,People that post about how 'blessed' they are always make me wonder who they're trying to convince. It ain't me I know about your coke habit
4841,"@user @user “Wages in rich countries are determined more by immigration control than anything else, including any minimum wage legislation. Not by the ‘˜free’ labour market, which, if left alone, will end up replacing 80‘“90 per cent of nativ"
4842,"@user I mean some of you share with some men. Not me, of course. #NotAllWomen #NotAllMen"
4843,25 Straight Minutes Of Illegal Aliens Crossing Into US Through Arizona Ranch #MakePolioGreatAgain #BuildTheWallNow #DeportThemAll #NoAmnesty #NoDACA #DemocratsAreDangerous
4844,@user @user @user Think all the rape put a bit of a dampener of liberation tbf
4845,Still waiting on a 'favorite for me to inbox you about blablah' from some bitch i dont know. You got my favorite dumb skank wheres my DM
4846,Pretty sure the money saved from the damage illegals do will more then compensate our budget.. #BuildThatWall
4847,"Prague not to accept migrants from Italy, offers police, experts"
4848,Going to make Du'a at the shrine of Imam Reza(AS) for the refugees in Athens.
4849,"Our Daily Planet: EPA ignoring air pollution, immigrant fire crews battle fires in Trump country and an orca mom just can't let go (get your tissues!):"
4850,Wanna be like u could be fucking working for him some day you fucking little slut
4851,"UAE, Saudi Arabia, Qatar and Kuwait, who refuse to take in refugees why should the U.S take in more costing Taxpayers Billions while we have homeless Citizens and #Veterans  #Trump #MAGA #RedNationRising"
4852,@user thank you 😘
4853,#Bangladesh releases first list of #Rohingya #refugees for repatriation to their strife-torn home in #Myanmar @user @user @user @user @user
4854,Lil bitch prolly just need some dick that’s all she ain’t had nun yet 😂😂😂
4855,I think a 40 year old crack whore cunt would be a more capable #potus than @user
4856,This is a riveting investigative story @user uncovering Kobach as the Lyle Lanley of anti-immigrant ordinances
4857,"If @user doesn't hear us now, they will in November! Stop the open borders madness and #SendThemBack"
4858,When you're livin life on the edge but safety always comes first... 🌚
4859,UN approves international agreement to protect migrants |
4860,@user @user This is funny its about the third time you have tried to pigeon hole me and discredit my view as not being my own
4861,I don’t think limmys a bitch or a cunt I just want him to see this when he’s searching for people needing a time out. Hi Brian.
4862,@user @user @user Imagine THE SIZEof THAT RED WAVE !!GOD BLESS TRUMP!Build That Wall#BuildThatWall Plz share..
4863,Mollie Tibbetts And The Low Illegal Crime Rate Lie - American Thinker #MollieTibbetts #BuildTheDamnWall #BuildTheWall #BuildTheWallNow #BuildThatWall #MAGA #RedNationRising #KeepAmericaGreat #KAG2020 #KAG TW502
4864,"@user Open borders for Israel.!!ITs diversity that makes the middle east so peaceful.Israel NEEDS to take at least 500,000 refugees. Why have their closed their borders, yet preach 'diversity for the West????"
4865,Italian ship accused of taking migrants back to #Libya for first time #UnitedNations #spokesman
4866,@user is erasing #Obama from the #ArcOfHistory. #politics @user #MAGA #BuildThatWall #purge @user #FoxNews #Saturdaymorning #satchat #Kavanaugh #NEWS #media
4867,EU grants Spain â‚¬3 million in emergency migration funds
4868,Don't sell me dreams cause I'll return them as nightmares
4869,go fuck yourself you stupid ugly cunt
4870,Thousands demonstrate in Germany against far-right #Attacks on refugee?
4871,"ICE arrests 114 in New York operation targeting fugitives, illegal aliens #StopTheInvasion"
4872,The Trump administration wants to target legal immigrants who use programs like Obamacare — and potentially block ...
4873,@user #WeLoveYouConnor Oxymoron Of The Day: 'Independent Women'
4874,Two aid workers charged with theft of refugee camp supplies in Uganda
4875,"If he likes cheese on his pizza, he's an asshole. 🍕"
4876,When you unfollow someone and they DM you to ask you why...
4877,"The budget of the armys in several countries of the region will say, who is able to react. Its only important, if USA or Russia are involved, if an adventure goes in a new round, which undertakes us."
4878,Applaud the passing of labour hire licensing law! Migrant workers will have another layer of protection starting from 1 Jan 2019! Delivering For Victoria’s Vulnerable Workers via @user
4879,"“What’s wrong you pathetic little slut, can’t take much of daddy’s cock like you thought you did? Can you?”"
4880,RT @user #ChelseaHandler #KimKardashian #Kanye #KanyeWest #50Cent #Comedy #LOL #LMAO #memes #bruh #petty #funnyshit #truth
4881,"@user @user I bet her parents dont claim her either. This skank blames her miserable existence on immigrants and POC when as an attractive white young woman, she has the privilege to do anything. More trump trash."
4882,how about instead of complaining 'not all men' you stand up for those when they've been harassed or assaulted or ya…
4883,Daaaaaaaaaaaaaaaamn @user back at it again with some more drunken tweets 🌚
4884,"Libya let #Europe-bound migrants die in Mediterranean, rescue group says"
4885,"Hurray, saving us $$$ in so many ways @user @user #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike"
4886,Anti-Immigrant 'Sheriff Joe' Joins Sacha Baron Cohen for an Interview. The Topics Get Sexual - Fast
4887,@user bitch you a hoe... I do not like yo fish booty ass no fuckin moe
4888,"Cook, clean, and deliver our awesome fucking offspring"
4889,@user Stop Wasting Taxpayers Money On Illegal Alien #Immigraiton Programs that Cost $40 Million More! Kill the program and #SendThemBack faster #Trump #MAGA #RedNationRising #GOP
4890,"USA Portland Maine, Freddy Akoa murdered with his Bible next to him.  3 Muslim immigrants from Somalia have been..."
